t,theta_deg,force_N,pin_radial_mm,pin_axial_mm,pen_travel_mm,pen_seat_mm,pen_stop_mm,pen_interface_mm
0.291500,0.000002,0.032010,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.292000,0.000002,0.032065,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.292500,0.000002,0.032120,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.293000,0.000002,0.032175,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.293500,0.000002,0.032230,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.294000,0.000002,0.032285,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.294500,0.000002,0.032340,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.295000,0.000002,0.032395,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.295500,0.000002,0.032450,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.296000,0.000002,0.032505,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.296500,0.000002,0.032560,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.297000,0.000002,0.032615,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.297500,0.000002,0.032670,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.298000,0.000002,0.032725,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.298500,0.000002,0.032780,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.299000,0.000002,0.032835,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.299500,0.000002,0.032890,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.300000,0.000002,0.032945,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.300500,0.000002,0.033000,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.301000,0.000002,0.033055,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.301500,0.000002,0.033110,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.302000,0.000002,0.033165,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.302500,0.000002,0.033220,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.303000,0.000002,0.033275,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.303500,0.000002,0.033330,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.304000,0.000002,0.033385,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.304500,0.000002,0.033440,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.305000,0.000002,0.033495,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.305500,0.000002,0.033550,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.306000,0.000002,0.033605,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.306500,0.000002,0.033660,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.307000,0.000002,0.033715,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.307500,0.000002,0.033770,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.308000,0.000002,0.033825,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.308500,0.000002,0.033880,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.309000,0.000002,0.033935,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.309500,0.000002,0.033990,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.310000,0.000002,0.034045,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.310500,0.000002,0.034100,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.311000,0.000002,0.034155,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.311500,0.000002,0.034210,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.312000,0.000002,0.034265,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.312500,0.000002,0.034320,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.313000,0.000002,0.034375,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.313500,0.000002,0.034430,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.314000,0.000002,0.034485,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.314500,0.000002,0.034540,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.315000,0.000002,0.034595,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.315500,0.000002,0.034650,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.316000,0.000002,0.034705,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.316500,0.000002,0.034760,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.317000,0.000002,0.034815,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.317500,0.000002,0.034870,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.318000,0.000002,0.034925,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.318500,0.000002,0.034980,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.319000,0.000002,0.035035,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.319500,0.000002,0.035090,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.320000,0.000002,0.035145,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.320500,0.000002,0.035200,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.321000,0.000002,0.035255,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.321500,0.000002,0.035310,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.322000,0.000002,0.035365,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.322500,0.000002,0.035420,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.323000,0.000002,0.035475,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.323500,0.000002,0.035530,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.324000,0.000002,0.035585,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.324500,0.000002,0.035640,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.325000,0.000002,0.035695,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.325500,0.000002,0.035750,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.326000,0.000002,0.035805,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.326500,0.000002,0.035860,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.327000,0.000002,0.035915,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.327500,0.000002,0.035970,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.328000,0.000002,0.036025,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.328500,0.000002,0.036080,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.329000,0.000002,0.036135,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.329500,0.000002,0.036190,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.330000,0.000002,0.036245,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.330500,0.000002,0.036300,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.331000,0.000002,0.036355,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.331500,0.000002,0.036410,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.332000,0.000002,0.036465,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.332500,0.000002,0.036520,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.333000,0.000002,0.036575,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.333500,0.000002,0.036630,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.334000,0.000002,0.036685,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.334500,0.000002,0.036740,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.335000,0.000002,0.036795,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.335500,0.000002,0.036850,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.336000,0.000002,0.036905,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.336500,0.000002,0.036960,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.337000,0.000003,0.037015,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.337500,0.000003,0.037070,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.338000,0.000003,0.037125,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.338500,0.000003,0.037180,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.339000,0.000003,0.037235,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.339500,0.000003,0.037290,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.340000,0.000003,0.037345,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.340500,0.000003,0.037400,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.341000,0.000003,0.037455,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.341500,0.000003,0.037510,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.342000,0.000003,0.037565,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.342500,0.000003,0.037620,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.343000,0.000003,0.037675,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.343500,0.000003,0.037730,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.344000,0.000003,0.037785,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.344500,0.000003,0.037840,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.345000,0.000003,0.037895,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.345500,0.000003,0.037950,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.346000,0.000003,0.038005,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.346500,0.000003,0.038060,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.347000,0.000003,0.038115,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.347500,0.000003,0.038170,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.348000,0.000003,0.038225,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.348500,0.000003,0.038280,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.349000,0.000003,0.038335,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.349500,0.000003,0.038390,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.350000,0.000003,0.038445,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.350500,0.000003,0.038500,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.351000,0.000003,0.038555,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.351500,0.000003,0.038610,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.352000,0.000003,0.038665,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.352500,0.000003,0.038720,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.353000,0.000003,0.038775,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.353500,0.000003,0.038830,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.354000,0.000003,0.038885,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.354500,0.000003,0.038940,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.355000,0.000003,0.038995,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.355500,0.000003,0.039050,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.356000,0.000003,0.039105,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.356500,0.000003,0.039160,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.357000,0.000003,0.039215,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.357500,0.000003,0.039270,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.358000,0.000003,0.039325,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.358500,0.000003,0.039380,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.359000,0.000003,0.039435,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.359500,0.000003,0.039490,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.360000,0.000003,0.039545,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.360500,0.000003,0.039600,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.361000,0.000003,0.039655,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.361500,0.000003,0.039710,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.362000,0.000003,0.039765,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.362500,0.000003,0.039820,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.363000,0.000003,0.039875,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.363500,0.000003,0.039930,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.364000,0.000003,0.039985,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.364500,0.000003,0.040040,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.365000,0.000003,0.040095,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.365500,0.000003,0.040150,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.366000,0.000003,0.040205,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.366500,0.000003,0.040260,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.367000,0.000003,0.040315,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.367500,0.000003,0.040370,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.368000,0.000003,0.040425,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.368500,0.000003,0.040480,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.369000,0.000003,0.040535,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.369500,0.000003,0.040590,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.370000,0.000003,0.040645,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.370500,0.000003,0.040700,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.371000,0.000003,0.040755,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.371500,0.000003,0.040810,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.372000,0.000003,0.040865,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.372500,0.000003,0.040920,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.373000,0.000003,0.040975,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.373500,0.000003,0.041030,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.374000,0.000003,0.041085,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.374500,0.000003,0.041140,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.375000,0.000003,0.041195,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.375500,0.000003,0.041250,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.376000,0.000003,0.041305,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.376500,0.000003,0.041360,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.377000,0.000003,0.041415,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.377500,0.000003,0.041470,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.378000,0.000003,0.041525,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.378500,0.000003,0.041580,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.379000,0.000003,0.041635,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.379500,0.000003,0.041690,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.380000,0.000003,0.041745,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.380500,0.000003,0.041800,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.381000,0.000003,0.041855,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.381500,0.000003,0.041910,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.382000,0.000003,0.041965,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.382500,0.000003,0.042020,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.383000,0.000003,0.042075,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.383500,0.000003,0.042130,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.384000,0.000003,0.042185,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.384500,0.000003,0.042240,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.385000,0.000003,0.042295,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.385500,0.000003,0.042350,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.386000,0.000003,0.042405,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.386500,0.000003,0.042460,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.387000,0.000003,0.042515,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.387500,0.000003,0.042570,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.388000,0.000003,0.042625,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.388500,0.000003,0.042680,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.389000,0.000003,0.042735,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.389500,0.000003,0.042790,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.390000,0.000003,0.042845,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.390500,0.000003,0.042900,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.391000,0.000003,0.042955,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.391500,0.000003,0.043010,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.392000,0.000003,0.043065,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.392500,0.000003,0.043120,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.393000,0.000003,0.043175,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.393500,0.000003,0.043230,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.394000,0.000003,0.043285,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.394500,0.000003,0.043340,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.395000,0.000003,0.043395,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.395500,0.000003,0.043450,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.396000,0.000003,0.043505,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.396500,0.000003,0.043560,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.397000,0.000003,0.043615,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.397500,0.000003,0.043670,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.398000,0.000003,0.043725,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.398500,0.000003,0.043780,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.399000,0.000003,0.043835,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.399500,0.000003,0.043890,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.400000,0.000003,0.043945,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.400500,0.000003,0.044000,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.401000,0.000003,0.044055,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.401500,0.000003,0.044110,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.402000,0.000003,0.044165,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.402500,0.000003,0.044220,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.403000,0.000003,0.044275,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.403500,0.000003,0.044330,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.404000,0.000003,0.044385,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.404500,0.000003,0.044440,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.405000,0.000003,0.044495,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.405500,0.000003,0.044550,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.406000,0.000003,0.044605,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.406500,0.000003,0.044660,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.407000,0.000003,0.044715,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.407500,0.000003,0.044770,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.408000,0.000003,0.044825,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.408500,0.000003,0.044880,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.409000,0.000003,0.044935,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.409500,0.000003,0.044990,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.410000,0.000003,0.045045,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.410500,0.000003,0.045100,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.411000,0.000003,0.045155,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.411500,0.000003,0.045210,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.412000,0.000003,0.045265,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.412500,0.000003,0.045320,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.413000,0.000003,0.045375,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.413500,0.000003,0.045430,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.414000,0.000003,0.045485,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.414500,0.000003,0.045540,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.415000,0.000003,0.045595,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.415500,0.000003,0.045650,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.416000,0.000003,0.045705,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.416500,0.000003,0.045760,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.417000,0.000003,0.045815,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.417500,0.000003,0.045870,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.418000,0.000003,0.045925,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.418500,0.000003,0.045980,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.419000,0.000003,0.046035,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.419500,0.000003,0.046090,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.420000,0.000003,0.046145,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.420500,0.000003,0.046200,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.421000,0.000003,0.046255,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.421500,0.000003,0.046310,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.422000,0.000003,0.046365,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.422500,0.000003,0.046420,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.423000,0.000003,0.046475,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.423500,0.000003,0.046530,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.424000,0.000003,0.046585,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.424500,0.000003,0.046640,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.425000,0.000003,0.046695,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.425500,0.000003,0.046750,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.426000,0.000003,0.046805,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.426500,0.000003,0.046860,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.427000,0.000003,0.046915,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.427500,0.000003,0.046970,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.428000,0.000003,0.047025,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.428500,0.000003,0.047080,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.429000,0.000003,0.047135,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.429500,0.000003,0.047190,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.430000,0.000003,0.047245,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.430500,0.000003,0.047300,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.431000,0.000003,0.047355,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.431500,0.000003,0.047410,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.432000,0.000003,0.047465,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.432500,0.000003,0.047520,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.433000,0.000003,0.047575,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.433500,0.000003,0.047630,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.434000,0.000003,0.047685,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.434500,0.000003,0.047740,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.435000,0.000003,0.047795,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.435500,0.000003,0.047850,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.436000,0.000003,0.047905,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.436500,0.000003,0.047960,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.437000,0.000003,0.048015,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.437500,0.000003,0.048070,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.438000,0.000003,0.048125,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.438500,0.000003,0.048180,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.439000,0.000003,0.048235,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.439500,0.000003,0.048290,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
0.440000,0.000003,0.048345,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.440500,0.000003,0.048400,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.441000,0.000003,0.048455,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.441500,0.000003,0.048510,0.194309,0.019343,0.000000,0.000007,0.000000,0.000012
0.442000,0.000003,0.048565,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.442500,0.000003,0.048620,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.443000,0.000003,0.048675,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.443500,0.000003,0.048730,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.444000,0.000003,0.048785,0.194308,0.019343,0.000000,0.000007,0.000000,0.000013
0.444500,0.000003,0.048840,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.445000,0.000004,0.048895,0.194309,0.019343,0.000000,0.000007,0.000000,0.000013
0.445500,0.000004,0.048950,0.194310,0.019343,0.000000,0.000007,0.000000,0.000013
