time_s,platform_height_mm,platform_drift_mm,platform_overshoot_mm,peak_actuator_force_n,latch_contact_state,contact_force_n
0.002,0.9570302583025829,0.9570302583025829,0.9570302583025829,270.0,0.0,0.0
0.004,2.856964867036124,2.856964867036124,2.856964867036124,267.12890922509223,0.0,0.0
0.006,5.6752919879104695,5.6752919879104695,5.6752919879104695,261.42910539889164,0.0,0.0
0.008,9.377423525446787,9.377423525446787,9.377423525446787,252.9741240362686,0.0,0.0
0.01,13.919115202784296,13.919115202784296,13.919115202784296,241.86772942365965,0.0,0.0
0.012,19.24699198238863,19.24699198238863,19.24699198238863,228.2426543916471,0.0,0.0
0.014,25.29917262646983,25.29917262646983,25.29917262646983,212.2590240528341,0.0,0.0
0.016,32.005986117327815,32.005986117327815,32.005986117327815,194.1024821205905,0.0,0.0
0.018000000000000002,39.29077166780631,39.29077166780631,39.29077166780631,173.98204164801655,0.0,0.0
0.020000000000000004,47.070753157200315,47.070753157200315,47.070753157200315,152.12768499658108,0.0,0.0
0.022000000000000006,55.25797803788216,55.25797803788216,55.25797803788216,128.78774052839904,0.0,0.0
0.024000000000000007,63.76031008094655,63.76031008094655,63.76031008094655,104.22606588635352,0.0,0.0
0.02600000000000001,72.48246477240244,72.48246477240244,72.48246477240244,78.71906975716033,0.0,0.0
0.02800000000000001,81.32707574057913,81.32707574057913,81.32707574057913,52.55260568279266,0.0,0.0
0.030000000000000013,90.1957802947709,90.1957802947709,90.1957802947709,26.018772778262587,0.0,0.0
0.032000000000000015,97.3742706707722,97.3742706707722,97.3742706707722,-0.5873408843127095,0.0,0.0
0.034000000000000016,103.04153847764225,103.04153847764225,103.04153847764225,-22.122812012316615,0.0,0.0
0.03600000000000002,107.43939134125543,107.43939134125543,107.43939134125543,-39.12461543292676,0.0,0.0
0.03800000000000002,110.77475913992077,110.77475913992077,110.77475913992077,-52.31817402376629,0.0,0.0
0.04000000000000002,113.22447404904132,113.22447404904132,113.22447404904132,-62.324277419762325,0.0,0.0
0.04200000000000002,114.93941374828093,114.93941374828093,114.93941374828093,-69.67342214712397,0.0,0.0
0.044000000000000025,116.04809123376961,116.04809123376961,116.04809123376961,-74.8182412448428,0.0,0.0
0.04600000000000003,116.65976385539517,116.65976385539517,116.65976385539517,-78.1442737013088,0.0,0.0
0.04800000000000003,116.86712477153462,116.86712477153462,116.86712477153462,-79.97929156618551,0.0,0.0
0.05000000000000003,116.73738777169346,116.73738777169346,116.73738777169346,-80.60137431460385,0.0,0.0
0.05200000000000003,116.27323296257097,116.27323296257097,116.27323296257097,-80.21216331508037,0.0,0.0
0.054000000000000034,115.48103260334298,115.48103260334298,115.48103260334298,-78.81969888771289,0.0,0.0
0.056000000000000036,114.3707669398685,114.3707669398685,114.3707669398685,-76.44309781002897,0.0,0.0
0.05800000000000004,112.95590040865922,112.95590040865922,112.95590040865922,-73.11230081960548,0.0,0.0
0.06000000000000004,111.25321972728473,111.25321972728473,111.25321972728473,-68.86770122597767,0.0,0.0
0.06200000000000004,109.28263580421107,109.28263580421107,109.28263580421107,-63.759659181854204,0.0,0.0
0.06400000000000004,107.06695179446005,107.06695179446005,107.06695179446005,-57.84790741263316,0.0,0.0
0.06600000000000004,104.63159999366243,104.63159999366243,104.63159999366243,-51.200855383380144,0.0,0.0
0.06800000000000005,102.00435059810398,102.00435059810398,102.00435059810398,-43.89479998098733,0.0,0.0
0.07000000000000005,99.21499565863867,99.21499565863867,99.21499565863867,-36.013051794311934,0.0,0.0
0.07200000000000005,96.29501181866986,96.29501181866986,96.29501181866986,-27.644986975916026,0.0,0.0
0.07400000000000005,93.27720564801456,93.27720564801456,93.27720564801456,-18.885035456009575,0.0,0.0
0.07600000000000005,90.19534556306631,90.19534556306631,90.19534556306631,-9.831616944043674,0.0,0.0
0.07800000000000006,87.08378445743817,87.08378445743817,87.08378445743817,-0.5860366891989202,0.0,0.0
0.08000000000000006,83.97707725488499,83.97707725488499,83.97707725488499,8.748646627685503,0.0,0.0
0.08200000000000006,80.90959763697349,80.90959763697349,80.90959763697349,18.068768235345033,0.0,0.0
0.08400000000000006,77.91515819141252,77.91515819141252,77.91515819141252,27.271207089079525,0.0,0.0
0.08600000000000006,75.02663817342099,75.02663817342099,75.02663817342099,36.254525425762466,0.0,0.0
0.08800000000000006,72.27562297276427,72.27562297276427,72.27562297276427,44.920085479737025,0.0,0.0
0.09000000000000007,69.6920592344041,69.6920592344041,69.6920592344041,53.1731310817072,0.0,0.0
0.09200000000000007,67.30392939285258,67.30392939285258,67.30392939285258,60.923822296787705,0.0,0.0
0.09400000000000007,65.13694915153353,65.13694915153353,65.13694915153353,68.08821182144226,0.0,0.0
0.09600000000000007,63.214291171420065,63.214291171420065,63.214291171420065,74.58915254539943,0.0,0.0
0.09800000000000007,61.556337931033006,61.556337931033006,61.556337931033006,80.3571264857398,0.0,0.0
0.10000000000000007,60.18046638602339,60.18046638602339,60.18046638602339,85.330986206901,0.0,0.0
0.10200000000000008,59.100497691150075,59.100497691150075,59.100497691150075,89.45860084192984,0.0,0.0
0.10400000000000008,58.32729532698312,58.32729532698312,58.32729532698312,92.69850692654978,0.0,0.0
0.10600000000000008,57.868286750208114,57.868286750208114,57.868286750208114,95.01811401905064,0.0,0.0
0.10800000000000008,57.72739384991337,57.72739384991337,57.72739384991337,96.39513974937566,0.0,0.0
0.11000000000000008,57.905002467517356,57.905002467517356,57.905002467517356,96.81781845025989,0.0,0.0
0.11200000000000009,58.39797117360784,58.39797117360784,58.39797117360784,96.28499259744794,0.0,0.0
0.11400000000000009,59.19967905967282,59.19967905967282,59.19967905967282,94.80608647917646,0.0,0.0
0.11600000000000009,60.3001118716969,60.3001118716969,60.3001118716969,92.40096282098153,0.0,0.0
0.11800000000000009,61.685985390632,61.685985390632,61.685985390632,89.09966438490932,0.0,0.0
0.12000000000000009,63.340904556464395,63.340904556464395,63.340904556464395,84.942043828104,0.0,0.0
0.1220000000000001,65.245556442462,65.245556442462,65.245556442462,79.97728633060683,0.0,0.0
0.1240000000000001,67.37793481844714,67.37793481844714,67.37793481844714,74.26333067261399,0.0,0.0
0.12600000000000008,69.71359370058974,69.71359370058974,69.71359370058974,67.86619554465858,0.0,0.0
0.12800000000000009,72.22592697393563,72.22592697393563,72.22592697393563,60.85921889823078,0.0,0.0
0.1300000000000001,74.88647089600788,74.88647089600788,74.88647089600788,53.32221907819314,0.0,0.0
0.1320000000000001,77.66522604830118,77.66522604830118,77.66522604830118,45.34058731197638,0.0,0.0
0.1340000000000001,80.5309950998668,80.5309950998668,80.5309950998668,37.00432185509649,0.0,0.0
0.1360000000000001,83.45173258556098,83.45173258556098,83.45173258556098,28.4070147003996,0.0,0.0
0.1380000000000001,86.3949027825379,86.3949027825379,86.3949027825379,19.644802243317088,0.0,0.0
0.1400000000000001,89.3278416933724,89.3278416933724,89.3278416933724,10.81529165238635,0.0,0.0
0.1420000000000001,92.2181191134654,92.2181191134654,92.2181191134654,2.0164749198827963,0.0,0.0
0.1440000000000001,94.50664976592223,94.50664976592223,94.50664976592223,-6.654357340396189,0.0,0.0
0.1460000000000001,96.28940081100573,96.28940081100573,96.28940081100573,-13.519949297766686,0.0,0.0
0.1480000000000001,97.64849972952787,97.64849972952787,97.64849972952787,-18.86820243301719,0.0,0.0
0.1500000000000001,98.65414934629622,98.65414934629622,98.65414934629622,-22.945499188583597,0.0,0.0
0.1520000000000001,99.36626786556172,99.36626786556172,99.36626786556172,-25.96244803888868,0.0,0.0
0.1540000000000001,99.83590996643922,99.83590996643922,99.83590996643922,-28.098803596685173,0.0,0.0
0.1560000000000001,100.10649768002231,100.10649768002231,100.10649768002231,-29.507729899317667,0.0,0.0
0.1580000000000001,100.21488604191822,100.21488604191822,100.21488604191822,-30.31949304006696,0.0,0.0
0.16000000000000011,100.17088382636892,100.17088382636892,100.17088382636892,-30.644658125754688,0.0,0.0
0.16200000000000012,99.97554046962567,99.97554046962567,99.97554046962567,-30.51265147910675,0.0,0.0
0.16400000000000012,99.63157689866792,99.63157689866792,99.63157689866792,-29.926621408876997,0.0,0.0
0.16600000000000012,99.1433492423779,99.1433492423779,99.1433492423779,-28.894730696003762,0.0,0.0
0.16800000000000012,98.51679457475633,98.51679457475633,98.51679457475633,-27.430047727133683,0.0,0.0
0.17000000000000012,97.75935935711024,97.75935935711024,97.75935935711024,-25.55038372426901,0.0,0.0
0.17200000000000013,96.87991143520702,96.87991143520702,96.87991143520702,-23.278078071330754,0.0,0.0
0.17400000000000013,95.888636626279,95.888636626279,95.888636626279,-20.63973430562106,0.0,0.0
0.17600000000000013,94.79692109753582,94.79692109753582,94.79692109753582,-17.665909878837,0.0,0.0
0.17800000000000013,93.6172208906972,93.6172208906972,93.6172208906972,-14.39076329260746,0.0,0.0
0.18000000000000013,92.3629200843558,92.3629200843558,92.3629200843558,-10.851662672091607,0.0,0.0
0.18200000000000013,91.04817920625527,91.04817920625527,91.04817920625527,-7.088760253067392,0.0,0.0
0.18400000000000014,89.6877756095545,89.6877756095545,89.6877756095545,-3.14453761876581,0.0,0.0
0.18600000000000014,88.29693760978375,88.29693760978375,88.29693760978375,0.9366731713365084,0.0,0.0
0.18800000000000014,86.89117424163817,86.89117424163817,86.89117424163817,5.109187170648738,0.0,0.0
0.19000000000000014,85.48610253638275,85.48610253638275,85.48610253638275,9.326477275085495,0.0,0.0
0.19200000000000014,84.09727424107605,84.09727424107605,84.09727424107605,13.541692390851779,0.0,0.0
0.19400000000000014,82.74000389990987,82.74000389990987,82.74000389990987,17.708177276771863,0.0,0.0
0.19600000000000015,81.42920019579694,81.42920019579694,81.42920019579694,21.779988300270418,0.0,0.0
0.19800000000000015,80.17920240724388,80.17920240724388,80.17920240724388,25.712399412609187,0.0,0.0
0.20000000000000015,79.00362377207392,79.00362377207392,79.00362377207392,29.462392778268367,0.0,0.0
0.20200000000000015,77.91520346649419,77.91520346649419,77.91520346649419,32.989128683778205,0.0,0.0
0.20400000000000015,76.92566880632441,76.92566880632441,76.92566880632441,36.25438960051741,0.0,0.0
0.20600000000000016,76.04560915811477,76.04560915811477,76.04560915811477,39.22299358102677,0.0,0.0
0.20800000000000016,75.28436291276073,75.28436291276073,75.28436291276073,41.8631725256557,0.0,0.0
0.21000000000000016,74.64991872462834,74.64991872462834,74.64991872462834,44.14691126171783,0.0,0.0
0.21200000000000016,74.14855873499891,74.14855873499891,74.14855873499891,46.05024382611498,0.0,0.0
0.21400000000000016,73.7852462870102,73.7852462870102,73.7852462870102,47.554323795003256,0.0,0.0
0.21600000000000016,73.56349388915785,73.56349388915785,73.56349388915785,48.644261138969426,0.0,0.0
0.21800000000000017,73.48523400322574,73.48523400322574,73.48523400322574,49.30951833252644,0.0,0.0
0.22000000000000017,73.55080348215066,73.55080348215066,73.55080348215066,49.544297990322804,0.0,0.0
0.22200000000000017,73.7589457288786,73.7589457288786,73.7589457288786,49.34758955354806,0.0,0.0
0.22400000000000017,74.10683048692256,74.10683048692256,74.10683048692256,48.72316281336418,0.0,0.0
0.22600000000000017,74.59009097847643,74.59009097847643,74.59009097847643,47.67950853923233,0.0,0.0
0.22800000000000017,75.20287791494917,75.20287791494917,75.20287791494917,46.22972706457074,0.0,0.0
0.23000000000000018,75.93792971975654,75.93792971975654,75.93792971975654,44.39136625515249,0.0,0.0
0.23200000000000018,76.78665812617247,76.78665812617247,76.78665812617247,42.18621084073041,0.0,0.0
0.23400000000000018,77.73924814592813,77.73924814592813,77.73924814592813,39.64002562148261,0.0,0.0
0.23600000000000018,78.78477124886629,78.78477124886629,78.78477124886629,36.782255562215624,0.0,0.0
0.23800000000000018,79.91131045199067,79.91131045199067,79.91131045199067,33.645686253401124,0.0,0.0
0.24000000000000019,81.10609588921432,81.10609588921432,81.10609588921432,30.266068644027996,0.0,0.0
0.2420000000000002,82.35564932236097,82.35564932236097,82.35564932236097,26.68171233235705,0.0,0.0
0.2440000000000002,83.64593596067284,83.64593596067284,83.64593596067284,22.93305203291709,0.0,0.0
0.2460000000000002,84.9625218811975,84.9625218811975,84.9625218811975,19.062192117981482,0.0,0.0
0.2480000000000002,86.29073528672542,86.29073528672542,86.29073528672542,15.112434356407505,0.0,0.0
0.25000000000000017,87.61582980197399,87.61582980197399,87.61582980197399,11.12779413982372,0.0,0.0
0.25200000000000017,88.9231479927902,88.9231479927902,88.9231479927902,7.152510594078024,0.0,0.0
0.25400000000000017,90.19828329737325,90.19828329737325,90.19828329737325,3.230556021629411,0.0,0.0
0.25600000000000017,91.22542899541308,91.22542899541308,91.22542899541308,-0.5948498921197825,0.0,0.0
0.2580000000000002,92.03288119671497,92.03288119671497,92.03288119671497,-3.6762869862392336,0.0,0.0
0.2600000000000002,92.65596534306852,92.65596534306852,92.65596534306852,-6.098643590144945,0.0,0.0
0.2620000000000002,93.12490026677203,93.12490026677203,93.12490026677203,-7.967896029205519,0.0,0.0
0.2640000000000002,93.46549888646642,93.46549888646642,93.46549888646642,-9.374700800316077,0.0,0.0
0.2660000000000002,93.69977548689545,93.69977548689545,93.69977548689545,-10.396496659399247,0.0,0.0
0.2680000000000002,93.84647182757969,93.84647182757969,93.84647182757969,-11.09932646068637,0.0,0.0
0.2700000000000002,93.91113528330663,93.91113528330663,93.91113528330663,-11.53941548273906,0.0,0.0
0.2720000000000002,93.89335272683563,93.89335272683563,93.89335272683563,-11.733405849919905,0.0,0.0
0.2740000000000002,93.79362524186264,93.79362524186264,93.79362524186264,-11.680058180506876,0.0,0.0
0.2760000000000002,93.61335920249626,93.61335920249626,93.61335920249626,-11.380875725587941,0.0,0.0
0.2780000000000002,93.35484736398548,93.35484736398548,93.35484736398548,-10.840077607488752,0.0,0.0
0.2800000000000002,93.02124021088638,93.02124021088638,93.02124021088638,-10.064542091956469,0.0,0.0
0.2820000000000002,92.61650791579625,92.61650791579625,92.61650791579625,-9.063720632659113,0.0,0.0
0.2840000000000002,92.14539336442458,92.14539336442458,92.14539336442458,-7.84952374738873,0.0,0.0
0.2860000000000002,91.61335679998317,91.61335679998317,91.61335679998317,-6.43618009327372,0.0,0.0
0.2880000000000002,91.02651273061369,91.02651273061369,91.02651273061369,-4.840070399949525,0.0,0.0
0.2900000000000002,90.39155982684393,90.39155982684393,90.39155982684393,-3.0795381918410385,0.0,0.0
0.2920000000000002,89.71570461098281,89.71570461098281,89.71570461098281,-1.174679480531836,0.0,0.0
0.2940000000000002,89.00657980612876,89.00657980612876,89.00657980612876,0.8528861670515653,0.0,0.0
0.2960000000000002,88.27215826838342,88.27215826838342,88.27215826838342,2.980260581613777,0.0,0.0
0.2980000000000002,87.52066347134877,87.52066347134877,87.52066347134877,5.1835251948497785,0.0,0.0
0.3000000000000002,86.76047754657607,86.76047754657607,86.76047754657607,7.438009585953694,0.0,0.0
0.3020000000000002,86.00004790698803,86.00004790698803,86.00004790698803,9.718567360271834,0.0,0.0
0.3040000000000002,85.24779349219199,85.24779349219199,85.24779349219199,11.999856279035896,0.0,0.0
0.3060000000000002,84.51201167495394,84.51201167495394,84.51201167495394,14.256619523424035,0.0,0.0
0.3080000000000002,83.80078685694976,83.80078685694976,83.80078685694976,16.463964975138197,0.0,0.0
0.3100000000000002,83.12190175941477,83.12190175941477,83.12190175941477,18.597639429150746,0.0,0.0
0.3120000000000002,82.48275238077015,82.48275238077015,82.48275238077015,20.63429472175571,0.0,0.0
0.3140000000000002,81.89026754912308,81.89026754912308,81.89026754912308,22.551742857689533,0.0,0.0
0.3160000000000002,81.35083394324826,81.35083394324826,81.35083394324826,24.329197352630757,0.0,0.0
0.3180000000000002,80.8702273918979,80.8702273918979,80.8702273918979,25.947498170255244,0.0,0.0
0.32000000000000023,80.45355118879718,80.45355118879718,80.45355118879718,27.389317824306318,0.0,0.0
0.32200000000000023,80.10518208029687,80.10518208029687,80.10518208029687,28.639346433608438,0.0,0.0
