time_s,lift_m,vel_m_s
0.002,0.04499609047970479,-0.0019547601476014773
0.004,0.04498902007005027,-0.0035352048272614114
0.006,0.04497940321772301,-0.004808426163629814
0.008,0.044967744123945004,-0.005829546889002019
0.01,0.04495445641399316,-0.006643854975919841
0.012,0.04493987929881903,-0.007288557587067602
0.014,0.04492429085435518,-0.007794222231921172
0.016,0.04490791893253024,-0.008185960912470553
0.018000000000000002,0.044890950126345565,-0.008484403092338052
0.020000000000000004,0.04487353713604616,-0.008706495149702162
0.022000000000000006,0.044855804821529704,-0.008866157258228554
0.024000000000000007,0.04483785517528622,-0.008974823121743074
0.02600000000000001,0.044819771408378103,-0.009041883454056321
0.02800000000000001,0.04480162130763879,-0.009075050369658109
0.030000000000000013,0.044783459994059326,-0.009080656789733535
0.032000000000000015,0.044765332189154086,-0.009063902452620117
0.034000000000000016,0.04474727407705195,-0.009029056051067828
0.03600000000000002,0.044729314834410984,-0.008979621320482998
0.03800000000000002,0.044711477887396975,-0.008918473507003907
0.04000000000000002,0.044693781944401455,-0.008847971497760124
0.04200000000000002,0.04467624184449419,-0.008770049953633894
0.044000000000000025,0.04465886925447257,-0.008686295010806668
0.04600000000000003,0.04464167324150982,-0.0085980064813767
0.04800000000000003,0.044624660743588306,-0.008506248960758207
0.05000000000000003,0.04460783695594792,-0.008411893820190648
0.05200000000000003,0.044591205648528164,-0.008315653709879448
0.054000000000000034,0.04457476942671136,-0.008218110908400338
0.056000000000000036,0.04455852994547974,-0.008119740615807941
0.05800000000000004,0.044542488085295394,-0.008020930092175976
0.06000000000000004,0.04452664409653042,-0.007921994382485807
0.06200000000000004,0.044510997718057124,-0.00782318923664786
0.06400000000000004,0.04449554827460738,-0.0077247217248721635
0.06600000000000004,0.04448029475668858,-0.007626758959397316
0.06800000000000005,0.044465235886168006,-0.0075294352602897335
0.07000000000000005,0.04445037017008241,-0.007432858042798375
0.07200000000000005,0.04443569594477388,-0.007337112654264592
0.07400000000000005,0.04442121141207803,-0.007242266347926159
0.07600000000000005,0.04440691466898294,-0.007148371547545013
0.07800000000000006,0.044392803731924266,-0.007055468529337035
0.08000000000000006,0.04437887655667401,-0.006963587625126515
0.08200000000000006,0.044365131054609784,-0.0068727510321145505
0.08400000000000006,0.04435156510601094,-0.006782974299422756
0.08600000000000006,0.04433817657091282,-0.006694267549061135
0.08800000000000006,0.04432496329795544,-0.006606636478688064
0.09000000000000007,0.044311923131585274,-0.006520083185082843
0.09200000000000007,0.04429905391790465,-0.006434606840310276
0.09400000000000007,0.044286353509410945,-0.006350204246853554
0.09600000000000007,0.044273819768824337,-0.006266870293305613
0.09800000000000007,0.04426145057216762,-0.006184598328358843
0.10000000000000007,0.04424924381123228,-0.006103380467669138
0.10200000000000008,0.04423719739554114,-0.00602320784557094
0.10400000000000008,0.04422530925389817,-0.005944070821483863
0.10600000000000008,0.044213577335599975,-0.005865959149096561
0.10800000000000008,0.04420199961137003,-0.005788862114971432
0.11000000000000008,0.04419057407406597,-0.005712768652028821
0.11200000000000009,0.04417929873920118,-0.005637667432395994
0.11400000000000009,0.044168171645314565,-0.005563546943306056
0.11600000000000009,0.04415719085421641,-0.005490395549074766
0.11800000000000009,0.04414635445113312,-0.005418201541643201
0.12000000000000009,0.04413566054476966,-0.005346953181730322
0.1220000000000001,0.04412510726730511,-0.0052766387322750975
0.1240000000000001,0.04411469277433402,-0.005207246485548002
0.12600000000000008,0.044104415244763884,-0.0051387647850657725
0.12800000000000009,0.0440942728806774,-0.005071182043240903
0.1300000000000001,0.04408426390716634,-0.0050044867555313136
0.1320000000000001,0.0440743865721429,-0.004938667511718788
0.1340000000000001,0.04406463914613323,-0.004873713004833021
0.1360000000000001,0.044055019922056946,-0.004809612038145494
0.1380000000000001,0.04404552721499578,-0.004746353530581913
0.1400000000000001,0.0440361593619541,-0.00468392652083967
0.1420000000000001,0.04402691472161321,-0.004622320170445532
0.1440000000000001,0.04401779167408131,-0.004561523765946871
0.1460000000000001,0.044008788620640525,-0.0045015267203951945
0.1480000000000001,0.043999903983492024,-0.004442318574252343
0.1500000000000001,0.043991136205500374,-0.004383888995826369
0.1520000000000001,0.043982483749937726,-0.004326227781325161
0.1540000000000001,0.04397394510022853,-0.004269324854599856
0.1560000000000001,0.04396551875969525,-0.004213170266637399
0.1580000000000001,0.04395720325130555,-0.004157754194850857
0.16000000000000011,0.04394899711742114,-0.004103066942207424
0.16200000000000012,0.043940898919548686,-0.004049098936226805
0.16400000000000012,0.043932907238092934,-0.003995840727876922
0.16600000000000012,0.04392502067211216,-0.003943282990388943
0.16800000000000012,0.04391723783907614,-0.003891416518009581
0.17000000000000012,0.04390955737462673,-0.0038402322247055856
0.17200000000000013,0.04390197793234106,-0.0037897211428324167
0.17400000000000013,0.043894498183497506,-0.0037398744217770515
0.17600000000000013,0.04388711681684434,-0.0036906833265829245
0.17800000000000013,0.04387983253837121,-0.0036421392365637317
0.18000000000000013,0.043872644071083385,-0.0035942336439113345
0.18200000000000013,0.04386555015477878,-0.003546958152302185
0.18400000000000014,0.04385854954582777,-0.003500304475505876
0.18600000000000014,0.043851641016955774,-0.003454264435998577
0.18800000000000014,0.043844823357028606,-0.0034088299635837856
0.19000000000000014,0.04383809537084056,-0.0033639930940221733
0.19200000000000014,0.04383145587890522,-0.003319745967672035
0.19400000000000014,0.04382490371724893,-0.0032760808281415824
0.19600000000000015,0.043818437737207026,-0.0032329900209538873
0.19800000000000015,0.04381205680522258,-0.003190465992225359
0.20000000000000015,0.043805759802647865,-0.003148501287358138
0.20200000000000015,0.04379954562554837,-0.0031070885497470092
0.20400000000000015,0.04379341318450937,-0.0030662205195009415
0.20600000000000016,0.04378736140444501,-0.0030258900321796624
0.20800000000000016,0.04378138922440992,-0.002986090017545263
0.21000000000000016,0.04377549559741326,-0.0029468134983289458
0.21200000000000016,0.04376967949023523,-0.002908053589013013
0.21400000000000016,0.04376393988324598,-0.002869803494627936
0.21600000000000016,0.04375827577022685,-0.002832056509564626
0.21800000000000017,0.04375268615819404,-0.0027948060164017146
0.22000000000000017,0.04374717006722455,-0.0027580454847477816
0.22200000000000017,0.04374172653028435,-0.0027217684700984327
0.22400000000000017,0.04373635459305893,-0.0026859686127080995
0.22600000000000017,0.04373105331378598,-0.0026506396364763644
0.22800000000000017,0.04372582176309028,-0.0026157753478488004
0.23000000000000018,0.04372065902382082,-0.0025813696347320356
0.23200000000000018,0.043715564190889976,-0.0025474164654229418
0.23400000000000018,0.04371053637111487,-0.002513909887551814
0.23600000000000018,0.04370557468306079,-0.002480844027039324
0.23800000000000018,0.04370067825688666,-0.0024482130870671364
