t,theta_deg,force_N,pen_travel_mm,pen_seat_mm,pen_interface_mm
2.50700,48.7610,-0.15000,0.000000,0.000000,0.000000
2.50750,48.5743,-0.15000,0.000000,0.000000,0.000000
2.50800,48.3873,-0.15000,0.000000,0.000000,0.000000
2.50850,48.2000,-0.15000,0.000000,0.000000,0.000000
2.50900,48.0125,-0.15000,0.000000,0.000000,0.000000
2.50950,47.8248,-0.15000,0.000000,0.000000,0.000000
2.51000,47.6368,-0.15000,0.000000,0.000000,0.000000
2.51050,47.4486,-0.15000,0.000000,0.000000,0.000000
2.51100,47.2601,-0.15000,0.000000,0.000000,0.000000
2.51150,47.0714,-0.15000,0.000000,0.000000,0.000000
2.51200,46.8825,-0.15000,0.000000,0.000000,0.000000
2.51250,46.6933,-0.15000,0.000000,0.000000,0.000000
2.51300,46.5038,-0.15000,0.000000,0.000000,0.000000
2.51350,46.3142,-0.15000,0.000000,0.000000,0.000000
2.51400,46.1243,-0.15000,0.000000,0.000000,0.000000
2.51450,45.9341,-0.15000,0.000000,0.000000,0.000000
2.51500,45.7437,-0.15000,0.000000,0.000000,0.000000
2.51550,45.5531,-0.15000,0.000000,0.000000,0.000000
2.51600,45.3622,-0.15000,0.000000,0.000000,0.000000
2.51650,45.1711,-0.15000,0.000000,0.000000,0.000000
2.51700,44.9798,-0.15000,0.000000,0.000000,0.000000
2.51750,44.7882,-0.15000,0.000000,0.000000,0.000000
2.51800,44.5964,-0.15000,0.000000,0.000000,0.000000
2.51850,44.4043,-0.15000,0.000000,0.000000,0.000000
2.51900,44.2121,-0.15000,0.000000,0.000000,0.000000
2.51950,44.0196,-0.15000,0.000000,0.000000,0.000000
2.52000,43.8268,-0.15000,0.000000,0.000000,0.000000
2.52050,43.6338,-0.15000,0.000000,0.000000,0.000000
2.52100,43.4406,-0.15000,0.000000,0.000000,0.000000
2.52150,43.2472,-0.15000,0.000000,0.000000,0.000000
2.52200,43.0535,-0.15000,0.000000,0.000000,0.000000
2.52250,42.8596,-0.15000,0.000000,0.000000,0.000000
2.52300,42.6655,-0.15000,0.000000,0.000000,0.000000
2.52350,42.4711,-0.15000,0.000000,0.000000,0.000000
2.52400,42.2766,-0.15000,0.000000,0.000000,0.000000
2.52450,42.0817,-0.15000,0.000000,0.000000,0.000000
2.52500,41.8867,-0.15000,0.000000,0.000000,0.000000
2.52550,41.6914,-0.15000,0.000000,0.000000,0.000000
2.52600,41.4959,-0.15000,0.000000,0.000000,0.000000
2.52650,41.3002,-0.15000,0.000000,0.000000,0.000000
2.52700,41.1043,-0.15000,0.000000,0.000000,0.000000
2.52750,40.9081,-0.15000,0.000000,0.000000,0.000000
2.52800,40.7117,-0.15000,0.000000,0.000000,0.000000
2.52850,40.5151,-0.15000,0.000000,0.000000,0.000000
2.52900,40.3182,-0.15000,0.000000,0.000000,0.000000
2.52950,40.1212,-0.15000,0.000000,0.000000,0.000000
2.53000,39.9239,-0.15000,0.000000,0.000000,0.000000
2.53050,39.7264,-0.15000,0.000000,0.000000,0.000000
2.53100,39.5286,-0.15000,0.000000,0.000000,0.000000
2.53150,39.3307,-0.15000,0.000000,0.000000,0.000000
2.53200,39.1325,-0.15000,0.000000,0.000000,0.000000
2.53250,38.9341,-0.15000,0.000000,0.000000,0.000000
2.53300,38.7355,-0.15000,0.000000,0.000000,0.000000
2.53350,38.5367,-0.15000,0.000000,0.000000,0.000000
2.53400,38.3376,-0.15000,0.000000,0.000000,0.000000
2.53450,38.1383,-0.15000,0.000000,0.000000,0.000000
2.53500,37.9389,-0.15000,0.000000,0.000000,0.000000
2.53550,37.7392,-0.15000,0.000000,0.000000,0.000000
2.53600,37.5392,-0.15000,0.000000,0.000000,0.000000
2.53650,37.3391,-0.15000,0.000000,0.000000,0.000000
2.53700,37.1388,-0.15000,0.000000,0.000000,0.000000
2.53750,36.9382,-0.15000,0.000000,0.000000,0.000000
2.53800,36.7374,-0.15000,0.000000,0.000000,0.000000
2.53850,36.5364,-0.15000,0.000000,0.000000,0.000000
2.53900,36.3352,-0.15000,0.000000,0.000000,0.000000
2.53950,36.1338,-0.15000,0.000000,0.000000,0.000000
2.54000,35.9322,-0.15000,0.000000,0.000000,0.000000
2.54050,35.7303,-0.15000,0.000000,0.000000,0.000000
2.54100,35.5283,-0.15000,0.000000,0.000000,0.000000
2.54150,35.3260,-0.15000,0.000000,0.000000,0.000000
2.54200,35.1236,-0.15000,0.000000,0.000000,0.000000
2.54250,34.9209,-0.15000,0.000000,0.000000,0.000000
2.54300,34.7180,-0.15000,0.000000,0.000000,0.000000
2.54350,34.5149,-0.15000,0.000000,0.000000,0.000000
2.54400,34.3116,-0.15000,0.000000,0.000000,0.000000
2.54450,34.1081,-0.15000,0.000000,0.000000,0.000000
2.54500,33.9044,-0.15000,0.000000,0.000000,0.000000
2.54550,33.7005,-0.15000,0.000000,0.000000,0.000000
2.54600,33.4964,-0.15000,0.000000,0.000000,0.000000
2.54650,33.2920,-0.15000,0.000000,0.000000,0.000000
2.54700,33.0875,-0.15000,0.000000,0.000000,0.000000
2.54750,32.8828,-0.15000,0.000000,0.000000,0.000000
2.54800,32.6778,-0.15000,0.000000,0.000000,0.000000
2.54850,32.4727,-0.15000,0.000000,0.000000,0.000000
2.54900,32.2674,-0.15000,0.000000,0.000000,0.000000
2.54950,32.0618,-0.15000,0.000000,0.000000,0.000000
2.55000,31.8561,-0.15000,0.000000,0.000000,0.000000
2.55050,31.6502,-0.15000,0.000000,0.000000,0.000000
2.55100,31.4440,-0.15000,0.000000,0.000000,0.000000
2.55150,31.2377,-0.15000,0.000000,0.000000,0.000000
2.55200,31.0312,-0.15000,0.000000,0.000000,0.000000
2.55250,30.8244,-0.15000,0.000000,0.000000,0.000000
2.55300,30.6175,-0.15000,0.000000,0.000000,0.000000
2.55350,30.4104,-0.15000,0.000000,0.000000,0.000000
2.55400,30.2031,-0.15000,0.000000,0.000000,0.000000
2.55450,29.9956,-0.15000,0.000000,0.000000,0.000000
2.55500,29.7879,-0.15000,0.000000,0.000000,0.000000
2.55550,29.5800,-0.15000,0.000000,0.000000,0.000000
2.55600,29.3719,-0.15000,0.000000,0.000000,0.000000
2.55650,29.1636,-0.15000,0.000000,0.000000,0.000000
2.55700,28.9552,-0.15000,0.000000,0.000000,0.000000
2.55750,28.7465,-0.15000,0.000000,0.000000,0.000000
2.55800,28.5377,-0.15000,0.000000,0.000000,0.000000
2.55850,28.3287,-0.15000,0.000000,0.000000,0.000000
2.55900,28.1194,-0.15000,0.000000,0.000000,0.000000
2.55950,27.9100,-0.15000,0.000000,0.000000,0.000000
2.56000,27.7005,-0.15000,0.000000,0.000000,0.000000
2.56050,27.4907,-0.15000,0.000000,0.000000,0.000000
2.56100,27.2807,-0.15000,0.000000,0.000000,0.000000
2.56150,27.0706,-0.15000,0.000000,0.000000,0.000000
2.56200,26.8603,-0.15000,0.000000,0.000000,0.000000
2.56250,26.6498,-0.15000,0.000000,0.000000,0.000000
2.56300,26.4391,-0.15000,0.000000,0.000000,0.000000
2.56350,26.2282,-0.15000,0.000000,0.000000,0.000000
2.56400,26.0172,-0.15000,0.000000,0.000000,0.000000
2.56450,25.8059,-0.15000,0.000000,0.000000,0.000000
2.56500,25.5945,-0.15000,0.000000,0.000000,0.000000
2.56550,25.3829,-0.15000,0.000000,0.000000,0.000000
2.56600,25.1712,-0.15000,0.000000,0.000000,0.000000
2.56650,24.9593,-0.15000,0.000000,0.000000,0.000000
2.56700,24.7471,-0.15000,0.000000,0.000000,0.000000
2.56750,24.5349,-0.15000,0.000000,0.000000,0.000000
2.56800,24.3224,-0.15000,0.000000,0.000000,0.000000
2.56850,24.1098,-0.15000,0.000000,0.000000,0.000000
2.56900,23.8970,-0.15000,0.000000,0.000000,0.000000
2.56950,23.6840,-0.15000,0.000000,0.000000,0.000000
2.57000,23.4709,-0.15000,0.000000,0.000000,0.000000
2.57050,23.2576,-0.15000,0.000000,0.000000,0.000000
2.57100,23.0441,-0.15000,0.000000,0.000000,0.000000
2.57150,22.8304,-0.15000,0.000000,0.000000,0.000000
2.57200,22.6166,-0.15000,0.000000,0.000000,0.000000
2.57250,22.4026,-0.15000,0.000000,0.000000,0.000000
2.57300,22.1885,-0.15000,0.000000,0.000000,0.000000
2.57350,21.9742,-0.15000,0.000000,0.000000,0.000000
2.57400,21.7597,-0.15000,0.000000,0.000000,0.000000
2.57450,21.5451,-0.15000,0.000000,0.000000,0.000000
2.57500,21.3303,-0.15000,0.000000,0.000000,0.000000
2.57550,21.1154,-0.15000,0.000000,0.000000,0.000000
2.57600,20.9002,-0.15000,0.000000,0.000000,0.000000
2.57650,20.6850,-0.15000,0.000000,0.000000,0.000000
2.57700,20.4695,-0.15000,0.000000,0.000000,0.000000
2.57750,20.2540,-0.15000,0.000000,0.000000,0.000000
