time_s,lid_angle_deg,beam_deflection_deg,input_torque_nmm,release_force_n,latch_contact_state,contact_force_n
0.0002,0.01134041823855353,-24.731739318990233,872.6646259971648,0.0,0.0,0.0
0.0004,0.034000056947352746,-24.284528950858263,872.5656621787567,-14.158465183082392,0.0,0.0
0.0006000000000000001,0.06795642965367346,-23.73233915404905,872.3679195273663,-37.761672342909726,0.0,0.0
0.0008,0.11318576615185608,-23.134114900464446,872.0715942744865,-66.90556321483321,0.0,0.0
0.001,0.16966301765584635,-22.53480939364262,871.6768938542937,-98.47909547521172,0.0,0.0
0.0012000000000000001,0.23736186213158125,-21.966879667137555,871.1840368586828,-130.10969493699932,0.0,0.0
0.0014000000000000002,0.3162547098079657,-21.452034972152596,870.5932529907343,-160.08431972693148,0.0,0.0
0.0016000000000000003,0.4063127088651483,-21.00307354948203,869.9047830166206,-187.25718256020562,0.0,0.0
0.0018000000000000004,0.5075057512987644,-20.625684552410434,869.1188787159679,-210.95280820128482,0.0,0.0
0.0020000000000000005,0.619802478958778,-20.320128172697103,868.2358028306793,-230.87093021381298,0.0,0.0
0.0022000000000000006,0.7431702897615148,-20.082737838814044,867.255829012238,-246.99781600026327,0.0,0.0
0.0024000000000000007,0.8775753440734408,-19.907213577932914,866.1792417674953,-259.52698264679543,0.0,0.0
0.0026000000000000007,1.0229825712652036,-19.785695469938315,865.006336402963,-268.79093488577934,0.0,0.0
0.002800000000000001,1.1793556764344142,-19.709621012696893,863.7374189676171,-275.2045095277258,0.0,0.0
0.003000000000000001,1.34665714729561,-19.67038074521095,862.3728061942321,-279.21962478844995,0.0,0.0
0.003200000000000001,1.5248482612358019,-19.659793292917847,860.9128254392534,-281.29067731423675,0.0,0.0
0.003400000000000001,1.7138890925339703,-19.670424777506362,859.357814621227,-281.84946988162005,0.0,0.0
0.003600000000000001,1.9137385197428354,-19.695778918353845,857.708122157797,-281.28835334443545,0.0,0.0
0.0038000000000000013,2.1243542332311893,-19.730383738152167,855.9641069012873,-279.9501933163433,0.0,0.0
0.004000000000000001,2.345692742885047,-19.76979909621322,854.1261380728829,-278.1237939557022,0.0,0.0
0.004200000000000001,2.5777093859658136,-19.810566755896502,852.1945951954243,-276.0435003670723,0.0,0.0
0.0044,2.8203583351236583,-19.850121713860418,850.1698680248325,-273.8918339802994,0.0,0.0
0.0046,3.0735926065642194,-19.88668036716418,848.0523564801781,-271.8041724823776,0.0,0.0
0.0048,3.337364068366739,-19.919117987034266,845.8424705724145,-269.87465221875453,0.0,0.0
0.004999999999999999,3.6116234489516894,-19.946845059654258,843.5406303317884,-268.16263497558657,0.0,0.0
0.005199999999999999,3.8963203456959032,-19.969689445182834,841.1472657339446,-266.6992345590915,0.0,0.0
0.0053999999999999986,4.191403233693199,-19.98778905275561,838.6628166247461,-265.493536296052,0.0,0.0
0.005599999999999998,4.496819474658435,-20.001497853050573,836.087732643823,-264.53826151376927,0.0,0.0
0.005799999999999998,4.812515325972897,-20.011306546395943,833.4224731468692,-263.8147280799934,0.0,0.0
0.0059999999999999975,5.138435949868892,-20.017778049997922,830.6675071267072,-263.29703744154733,0.0,0.0
0.006199999999999997,5.474525422751368,-20.0214971270797,827.8233131331375,-262.95547952822983,0.0,0.0
0.006399999999999997,5.8207267446543405,-20.023032911080534,824.8903791915918,-262.7591912642273,0.0,0.0
0.0065999999999999965,6.1769818488299,-20.022912734404485,821.86920272061,-262.67813449428746,0.0,0.0
0.006799999999999996,6.543231611467484,-20.021605508861022,818.7602904481606,-262.6844772698191,0.0,0.0
0.006999999999999996,6.919415861541103,-20.019512881978784,815.5641583268239,-262.75347100857306,0.0,0.0
0.0071999999999999955,7.305473390782156,-20.01696647210504,812.2813314478586,-262.86391725340417,0.0,0.0
0.007399999999999995,7.701341963775425,-20.014229633002326,808.9123439541733,-262.99831360028423,0.0,0.0
0.007599999999999995,8.10695832817582,-20.011502388301935,805.4577389522212,-263.1427605650858,0.0,0.0
0.0077999999999999944,8.522258225043391,-20.0089283858086,801.9180684228432,-263.2867011492628,0.0,0.0
0.007999999999999995,8.947176399294104,-20.00660293444264,798.2938931310772,-263.42255380029565,0.0,0.0
0.008199999999999995,9.381646610263823,-20.004581390255783,794.5857825349583,-263.5452882318787,0.0,0.0
0.008399999999999996,9.82560164238291,-20.00288734409183,790.7943146933303,-263.6519828204333,0.0,0.0
0.008599999999999997,10.278973315958861,-20.0015202269875,786.9200761726927,-263.7413924705565,0.0,0.0
0.008799999999999997,10.741692498064273,-20.000462087863212,782.963661953104,-263.8135472114227,0.0,0.0
0.008999999999999998,11.213689113527495,-19.99968341101087,778.9256753331667,-263.8693944786916,0.0,0.0
0.009199999999999998,11.694892156023244,-19.999147929405893,774.8067278341153,-263.91049207473594,0.0,0.0
0.009399999999999999,12.185229699260402,-19.998816456029086,770.6074391030328,-263.9387541280183,0.0,0.0
0.0096,12.684628908264271,-19.99864980187566,766.3284368152185,-263.9562488806857,0.0,0.0
0.0098,13.193016050750426,-19.998610879151858,761.9703565757321,-263.9650446796824,0.0,0.0
0.01,13.710316508587347,-19.998666104368965,757.5338418201376,-263.9670989726475,0.0,0.0
0.0102,14.236454789344979,-19.998786221572587,753.0195437144735,-263.96418425435655,0.0,0.0
0.010400000000000001,14.771354537926305,-19.998946663477806,748.428121054472,-263.9578446177056,0.0,0.0
0.010600000000000002,15.314938548279029,-19.99912756018403,743.760240164055,-263.94937669344466,0.0,0.0
0.010800000000000002,15.867128775184431,-19.999313493423102,739.01657479313,-263.93982919022085,0.0,0.0
